id	filename	md5	size	state
f6565f25-4317-4615-a437-af79da929ecd	8643d0bc-0acb-4d6e-b6bd-5a997d2fc39d.rna_seq.augmented_star_gene_counts.tsv	6579f7ee9cd7fda93b194549f9892151	4255898	released
dafb2454-1ea7-4cb6-8b3b-2b5b6f19aa89	75525261-bd54-4e19-9f86-ab7b9cea3388.rna_seq.augmented_star_gene_counts.tsv	25648d244dceaed8fdc146392b161616	4236652	released
09f9ebad-e7cd-4c20-9eab-8fd2066d9051	31c69703-e318-4e31-aae8-c6cfabe61bc3.rna_seq.augmented_star_gene_counts.tsv	482496c170ea4094573f142fc68cba9b	4244293	released
e8149278-3269-4dbe-9500-7045fd56cd2f	2f05f114-9769-48e4-978c-6bfe1f2f372f.rna_seq.augmented_star_gene_counts.tsv	500360106c1dad9255291b442ebae452	4221669	released
95775d9a-4f7f-47c9-806b-acea8e01d40e	29789e2c-1555-46e0-8e17-8a252933d84d.rna_seq.augmented_star_gene_counts.tsv	60082fcead3ccc45be96022eb7dbbffa	4248671	released
80c3e656-26e4-4b45-acce-fac1a0c09d28	e862a544-f553-47fa-ba8b-675e0ce7c5bd.rna_seq.augmented_star_gene_counts.tsv	53b5125b02e417825e72511b0e324d40	4248935	released
893122aa-117b-49a4-a81c-1229dde4d78a	42cc31fb-3bc2-4d21-b821-2d05aca800e7.rna_seq.augmented_star_gene_counts.tsv	eb00b726d03006522e9388c80dfc3647	4254297	released
9cf6e387-2b87-4f53-bb5a-d545a78f21cd	75f8fbbb-2015-47cb-94f1-eb88cdfaeae6.rna_seq.augmented_star_gene_counts.tsv	81369d8e17067867b8df99308f905a34	4249298	released
0f1bec43-6235-4390-a148-e7038126c0c8	040e40de-4c19-423f-98dc-151e2633d085.rna_seq.augmented_star_gene_counts.tsv	472397d706d76e80acac67a1a5aae80b	4240975	released
2dc5eb24-fb84-455a-ae05-3b58ad2fc284	54aca121-5b70-4833-84ac-c7506a57bd02.rna_seq.augmented_star_gene_counts.tsv	2dcdfde47a00f83dc515e8b967cad374	4228178	released
8849e5bf-ff35-4cbf-972c-01fb92201a73	feb7140e-d822-4462-8dfa-7a63805ac740.rna_seq.augmented_star_gene_counts.tsv	e2a6d47d3a8a4d33f7ed25851b21da3f	4257533	released
55214dd2-b3e8-444c-9d02-3db6008b1920	cfe1c805-2211-419c-bf9a-e0c8b5020dce.rna_seq.augmented_star_gene_counts.tsv	f76fab9540549e4bd3ce57ca78473b08	4234838	released
